ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
129.250.150.jdd,2006-03-26,01:40:22,500.0,1270990.0,0000731245-04-000019,xslF345X02/jjform410-11_ex.xml,200.0,17090.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,01:46:12,500.0,1233699.0,0001233699-06-000001,xslF345X02/primary_doc.xml,200.0,16588.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,01:46:32,500.0,1191170.0,0001179110-05-018573,xslF345X02/edgar.xml,200.0,15384.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,01:56:21,500.0,1189418.0,0001254046-04-000146,xslF345X02/kin360.xml,200.0,18518.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,01:57:55,500.0,1299889.0,0001299889-05-000004,xslF345X02/edgar.xml,200.0,17436.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:00:23,500.0,1102604.0,0001209191-03-035243,xslF345X02/doc4.xml,200.0,15521.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:00:42,500.0,1196630.0,0001209191-05-024225,xslF345X02/doc4.xml,200.0,15989.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:02:10,500.0,1299889.0,0001299889-05-000004,xslF345X02/edgar.xml,200.0,17436.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:03:25,500.0,1227473.0,0000944695-06-000006,xslF345X02/primary_doc.xml,200.0,16244.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:15:14,500.0,1214128.0,0001181431-04-032645,xslF345X02/rrd46281.xml,200.0,12383.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:15:58,500.0,1198046.0,0001181431-04-032634,xslF345X02/rrd46293.xml,200.0,12381.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:16:10,500.0,1294397.0,0001181431-04-032644,xslF345X02/rrd46286.xml,200.0,17738.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:23:36,500.0,1185213.0,0000732717-03-000648,xslF345X02/primary_doc.xml,200.0,16106.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:27:57,500.0,1192894.0,0001192894-03-000003,xslF345X02/primary_doc.xml,200.0,15419.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:31:37,500.0,1012345.0,0001034670-03-000053,xslF345X02/primary_doc.xml,200.0,15427.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:36:46,500.0,1128345.0,0000892712-04-000880,xslF345X02/edgar.xml,200.0,16308.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:37:10,500.0,1284819.0,0001209191-04-020153,xslF345X02/doc3.xml,200.0,11665.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:40:06,500.0,1219722.0,0000096223-06-000025,xslF345X02/jordanmar22_ex.xml,200.0,16783.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:47:25,500.0,1117361.0,0001181431-04-004644,xslF345X02/rrd30313.xml,200.0,15496.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:48:32,500.0,1346630.0,0001346630-05-000001,xslF345X02/primary_doc.xml,200.0,11688.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:48:50,500.0,1261813.0,0000747345-05-000026,xslF345X02/rsbos_ex.xml,200.0,15031.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:49:43,500.0,1207941.0,0001140361-05-005607,xslF345X02/doc1.xml,200.0,17739.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:51:10,500.0,1242911.0,0001209191-05-047787,xslF345X02/doc4.xml,200.0,17129.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:55:20,500.0,1217072.0,0000034782-05-000019,xslF345X02/len210.xml,200.0,17248.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:55:42,500.0,1210896.0,0000812074-06-000017,xslF345X02/edgardoc.xml,200.0,16680.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:57:15,500.0,1275461.0,0000003545-04-000027,xslF345X02/primary_doc.xml,200.0,21913.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,02:58:33,500.0,1236834.0,0001209191-05-001653,xslF345X02/doc4.xml,200.0,16068.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,02:59:36,500.0,1176506.0,0001093897-05-000022,xslF345X02/primary_doc.xml,200.0,11794.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,03:01:47,500.0,1200568.0,0001200568-04-000001,xslF345X02/edgar.xml,200.0,19050.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:02:06,500.0,1184120.0,0001140361-05-005055,xslF345X02/doc1.xml,200.0,17854.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:05:06,500.0,1249445.0,0000106926-05-000053,xslF345X02/edgar.xml,200.0,27735.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:06:20,500.0,1195780.0,0000021076-04-000045,xslF345X02/hen190.xml,200.0,31916.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:09:49,500.0,1195113.0,0001195113-03-000002,xslF345X01/ekl141.xml,200.0,16180.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,03:17:03,500.0,1206369.0,0001209191-05-019547,xslF345X02/doc4.xml,200.0,23716.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:21:58,500.0,1201045.0,0001181431-04-032643,xslF345X02/rrd46288.xml,200.0,13542.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:23:28,500.0,1182027.0,0001209191-04-011325,xslF345X02/bmn82284_bmn1rpe.xml,200.0,16838.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,03:26:48,500.0,1019064.0,0001209191-06-006105,xslF345X02/doc4.xml,200.0,16997.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:28:43,500.0,1295032.0,0001181431-04-032663,xslF345X02/rrd46292.xml,200.0,14995.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,03:29:32,500.0,1210433.0,0001137070-05-000042,xslF345X02/primary_doc.xml,200.0,20619.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:37:59,500.0,1019470.0,0001019470-06-000004,xslF345X02/edgardoc.xml,200.0,22056.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:39:51,500.0,1208296.0,0001209191-05-004390,xslF345X02/bod21628_bod3wt.xml,200.0,18625.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,03:47:03,500.0,1212502.0,0001144204-06-011674,xslF345X02/v038651_ex.xml,200.0,15755.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,03:56:03,500.0,1186072.0,0000106926-03-000030,xslF345X01/edgar.xml,200.0,19047.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:01:29,500.0,1030133.0,0000874495-05-000001,xslF345X02/primary_doc.xml,200.0,15035.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:03:45,500.0,1326703.0,0001326703-05-000001,xslF345X02/edgar.xml,200.0,12622.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:06:17,500.0,1008146.0,0000935703-04-000074,xslF345X02/c0001008146d20040623f4f.xml,200.0,18650.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:10:58,500.0,1188357.0,0000072162-04-000003,xslF345X02/edgardoc.xml,200.0,16293.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:11:16,500.0,1264695.0,0000935836-05-000216,xslF345X02/primary_doc.xml,200.0,27479.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:11:44,500.0,1075275.0,0000004977-06-000038,xslF345X02/primary_doc.xml,200.0,19323.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:14:18,500.0,1219234.0,0001181431-04-037492,xslF345X02/rrd48735.xml,200.0,45079.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:15:35,500.0,1223622.0,0001223622-04-000001,xslF345X02/hun220.xml,200.0,15906.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:16:50,500.0,1230288.0,0001144204-05-013037,xslF345X02/v02914_philipex.xml,200.0,19547.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:18:22,500.0,1271012.0,0000935836-05-000126,xslF345X02/primary_doc.xml,200.0,31208.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:18:32,500.0,1055099.0,0000703970-03-000031,xslF345X01/laf0603.xml,200.0,17151.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:20:03,500.0,939839.0,0001209191-03-030928,xslF345X02/doc4.xml,200.0,15918.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:28:17,500.0,1194902.0,0001194912-04-000004,xslF345X02/han150.xml,200.0,24098.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:30:51,500.0,1326207.0,0001326207-05-000002,xslF345X02/primary_doc.xml,200.0,11748.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:34:46,500.0,1339053.0,0001144204-05-029810,xslF345X02/v025747_ex.xml,200.0,12732.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:35:32,500.0,1264854.0,0001209191-05-018805,xslF345X02/doc4.xml,200.0,16034.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:40:23,500.0,1186072.0,0000106926-05-000015,xslF345X02/edgar.xml,200.0,37678.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:43:38,500.0,1296616.0,0001144204-05-028040,xslF345X02/v025242_ex.xml,200.0,15963.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:43:38,500.0,1296618.0,0001144204-05-027952,xslF345X02/v025241_ex.xml,200.0,15999.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:44:05,500.0,1298955.0,0001181431-05-024192,xslF345X02/rrd77039.xml,200.0,21217.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:44:08,500.0,1015929.0,0001181431-05-018716,xslF345X02/rrd73573.xml,200.0,15829.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:49:13,500.0,1014314.0,0000922475-03-000042,xslF345X01/edgar.xml,200.0,15082.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:50:10,500.0,1299687.0,0000922907-05-000554,xslF345X02/form4gegen_091905ex.xml,200.0,15779.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,04:52:42,500.0,1200576.0,0001209191-04-022684,xslF345X02/bpi06770_bpi5fvc.xml,200.0,17942.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,04:55:42,500.0,1274475.0,0001274475-03-000005,xslF345X02/edgar.xml,200.0,15858.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:01:52,500.0,1326574.0,0001326574-05-000005,xslF345X02/edgar.xml,200.0,24417.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:08:48,500.0,1166953.0,0000097052-04-000003,xslF345X02/form5min22003_ex.xml,200.0,21771.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:09:30,500.0,1286831.0,0001209191-04-022315,xslF345X02/doc3.xml,200.0,12525.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:09:54,500.0,1286831.0,0001209191-04-022315,xslF345X02/doc3.xml,200.0,12525.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:10:15,500.0,1241630.0,0000950116-03-004937,xslF345X02/p328902_ex.xml,200.0,15340.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:10:21,500.0,1114878.0,0001140361-05-002812,xslF345X02/doc1.xml,200.0,12643.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:14:51,500.0,1250969.0,0000950142-04-000547,xslF345X02/form4-shari021804_cplcex.xml,200.0,45861.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:16:50,500.0,1335946.0,0001144204-05-024794,xslF345X02/v023564_ex.xml,200.0,12391.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:18:53,500.0,1211657.0,0001187126-03-000051,xslF345X02/edgar.xml,200.0,15769.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:19:03,500.0,1190753.0,0001181431-03-009339,xslF345X01/rrd10028.xml,200.0,16635.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:20:33,500.0,1192942.0,0001192942-03-000009,xslF345X02/edgar.xml,200.0,15821.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:23:01,500.0,1194062.0,0001194062-05-000001,xslF345X02/primary_doc.xml,200.0,18881.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:28:25,500.0,1309398.0,0001182489-05-000467,xslF345X02/edgar.xml,200.0,15395.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:31:30,500.0,1210449.0,0001209191-05-056137,xslF345X02/doc4.xml,200.0,16458.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:34:44,500.0,1249137.0,0001140361-04-000664,xslF345X02/doc1.xml,200.0,16224.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:36:17,500.0,1237845.0,0001287695-04-000615,xslF345X02/primary_doc.xml,200.0,14410.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:40:12,500.0,1223789.0,0001200952-04-000560,xslF345X02/b4663fs-df_ex.xml,200.0,15507.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:41:54,500.0,834208.0,0001192482-05-000124,xslF345X02/edgar.xml,200.0,372.0,0.0,1.0,0.0,0.0,0.0,mie
129.250.150.jdd,2006-03-26,05:45:51,500.0,1326277.0,0001326277-05-000014,xslF345X02/form4jennings121405_ex.xml,200.0,15077.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:48:22,500.0,1245793.0,0001209191-05-003862,xslF345X02/doc4.xml,200.0,21259.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:48:58,500.0,1245793.0,0001209191-05-003862,xslF345X02/doc4.xml,200.0,21259.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:51:02,500.0,1273345.0,0001200952-04-000374,xslF345X02/b4581enmz_ex.xml,200.0,12493.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:51:14,500.0,1222464.0,0001222463-03-000002,xslF345/primary_doc.xml,200.0,16113.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:52:39,500.0,1326817.0,0001326817-05-000003,xslF345X02/primary_doc.xml,200.0,15963.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,05:53:47,500.0,1168779.0,0000891109-04-000149,xslF345X02/doc4.xml,200.0,16389.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:54:14,500.0,1202720.0,0000028412-04-000063,xslF345X02/f4100063040420_103036890.xml,200.0,27943.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:54:14,500.0,1202720.0,0000028412-05-000048,xslF345X02/edgar.xml,200.0,27299.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,05:56:09,500.0,1236607.0,0000005272-04-000005,xslF345X02/not290.xml,200.0,17424.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:00:44,500.0,1255847.0,0001042776-05-000013,xslF345X02/primary_doc.xml,200.0,15490.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:00:45,500.0,1255847.0,0001252849-05-000029,xslF345X02/primary_doc.xml,200.0,15084.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:09:33,500.0,1331867.0,0001181431-05-037541,xslF345X02/rrd84211.xml,200.0,14595.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:09:34,500.0,1210437.0,0001210437-04-000005,xslF345X02/edgar.xml,200.0,17471.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:09:34,500.0,1210437.0,0001210437-04-000006,xslF345X02/edgar.xml,200.0,17956.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:09:34,500.0,1210437.0,0001181431-04-060905,xslF345X02/rrd62546.xml,200.0,15533.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:10:12,500.0,940262.0,0000940262-03-000008,xslF345X02/edgar.xml,200.0,17432.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:11:44,500.0,1209920.0,0001182489-04-000238,xslF345X02/edgar.xml,200.0,17297.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:11:55,500.0,1354179.0,0001144204-06-008517,xslF345X02/v036917_ex.xml,200.0,11720.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:13:50,500.0,1143958.0,0000004281-05-000157,xslF345X02/edgar.xml,200.0,16330.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:17:57,500.0,1295029.0,0001181431-04-032631,xslF345X02/rrd46294.xml,200.0,16238.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:19:43,500.0,1187727.0,0000005187-05-000008,xslF345X02/doc4.xml,200.0,16689.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:21:51,500.0,1046322.0,0001019056-04-000863,xslF345X02/edgar.xml,200.0,19448.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:22:55,500.0,1346833.0,0001346833-06-000003,xslF345X02/primary_doc.xml,200.0,15386.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:28:33,500.0,1270158.0,0000019446-04-000050,xslF345X02/edgar.xml,200.0,19132.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:30:33,500.0,1285087.0,0001209191-04-022635,xslF345X02/doc4.xml,200.0,15776.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:32:33,500.0,1174959.0,0001174959-03-000001,xslF345X02/jeeform3_ex.xml,200.0,11686.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:32:33,500.0,1174959.0,0000780571-05-000115,xslF345X02/edgardoc.xml,200.0,29461.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:35:16,500.0,1203940.0,0001104659-04-041195,xslF345X02/a4.xml,200.0,30755.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:35:48,500.0,1206225.0,0001104659-06-017338,xslF345X02/a3.xml,200.0,18803.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:36:13,500.0,1327247.0,0000892917-05-000139,xslF345X02/bbsform4elich_ex.xml,200.0,15732.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:42:55,500.0,1190927.0,0000106926-05-000075,xslF345X02/edgar.xml,200.0,38582.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:44:43,500.0,1261844.0,0001209191-04-022920,xslF345X02/doc4.xml,200.0,17324.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,06:52:53,500.0,1316640.0,0001316640-05-000001,xslF345X02/primary_doc.xml,200.0,12451.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,06:56:53,500.0,1217623.0,0001217623-04-000001,xslF345X02/edgar.xml,200.0,19473.0,0.0,1.0,0.0,0.0,0.0,win
